"congress","node","party"
82,30,"Democrat"
82,31,"Democrat"
82,32,"Democrat"
82,33,"Democrat"
82,34,"Republican"
82,35,"Republican"
82,36,"Republican"
82,37,"Democrat"
82,38,"Republican"
82,39,"Republican"
82,40,"Republican"
82,41,"Republican"
82,42,"Democrat"
82,43,"Democrat"
82,44,"Republican"
82,45,"Democrat"
82,46,"Democrat"
82,47,"Republican"
82,48,"Democrat"
82,49,"Republican"
82,50,"Democrat"
82,51,"Republican"
82,52,"Republican"
82,53,"Republican"
82,54,"Republican"
82,55,"Democrat"
82,56,"Republican"
82,57,"Republican"
82,58,"Republican"
82,59,"Republican"
82,60,"Democrat"
82,61,"Democrat"
82,62,"Democrat"
82,63,"Republican"
82,64,"Democrat"
82,65,"Democrat"
82,66,"Republican"
82,67,"Republican"
82,68,"Republican"
82,69,"Republican"
82,70,"Democrat"
82,71,"Democrat"
82,72,"Republican"
82,73,"Republican"
82,74,"Republican"
82,75,"Republican"
82,76,"Democrat"
82,77,"Democrat"
82,78,"Democrat"
82,79,"Democrat"
82,80,"Republican"
82,81,"Republican"
82,82,"Democrat"
82,83,"Democrat"
82,84,"Democrat"
82,85,"Democrat"
82,86,"Republican"
82,87,"Republican"
82,88,"Republican"
82,89,"Republican"
82,90,"Democrat"
82,91,"Democrat"
82,92,"Republican"
82,93,"Democrat"
82,94,"Democrat"
82,95,"Democrat"
82,96,"Republican"
82,97,"Republican"
82,98,"Democrat"
82,99,"Democrat"
83,1,"Democrat"
83,2,"Democrat"
83,3,"Democrat"
83,4,"Republican"
83,5,"Democrat"
83,6,"Democrat"
83,7,"Republican"
83,8,"Republican"
83,9,"Republican"
83,10,"Democrat"
83,11,"Republican"
83,12,"Republican"
83,13,"Democrat"
83,14,"Republican"
83,15,"Democrat"
83,16,"Democrat"
83,17,"Democrat"
83,18,"Democrat"
83,19,"Republican"
83,20,"Republican"
83,21,"Republican"
83,22,"Democrat"
83,23,"Republican"
83,24,"Republican"
83,25,"Democrat"
83,26,"Republican"
83,27,"Republican"
83,28,"Republican"
83,29,"Republican"
83,30,"Democrat"
83,31,"Democrat"
83,32,"Democrat"
83,33,"Republican"
83,34,"Republican"
83,35,"Republican"
83,36,"Republican"
83,37,"Republican"
83,38,"Democrat"
83,39,"Republican"
83,40,"Republican"
83,41,"Democrat"
83,42,"Republican"
83,43,"Democrat"
83,44,"Democrat"
83,45,"Democrat"
83,46,"Democrat"
83,47,"Democrat"
83,48,"Democrat"
83,49,"Republican"
83,50,"Republican"
83,51,"Republican"
83,52,"Republican"
83,53,"Republican"
83,54,"Republican"
83,55,"Republican"
83,56,"Democrat"
83,57,"Republican"
83,58,"Republican"
83,59,"Republican"
83,60,"Republican"
83,61,"Republican"
83,62,"Republican"
83,63,"Republican"
83,64,"Democrat"
83,65,"Democrat"
83,66,"Democrat"
83,67,"Republican"
83,68,"Democrat"
83,69,"Democrat"
83,70,"Democrat"
83,71,"Democrat"
83,72,"Democrat"
83,73,"Republican"
83,74,"Republican"
83,75,"Republican"
83,76,"Republican"
83,77,"Democrat"
83,78,"Democrat"
83,79,"Democrat"
83,80,"Republican"
83,81,"Democrat"
83,82,"Republican"
83,83,"Republican"
83,84,"Democrat"
83,85,"Democrat"
83,86,"Democrat"
83,87,"Democrat"
83,88,"Democrat"
83,89,"Republican"
83,90,"Republican"
83,91,"Democrat"
83,92,"Democrat"
83,93,"Democrat"
83,94,"Democrat"
83,95,"Republican"
83,96,"Republican"
83,97,"Republican"
83,98,"Republican"
83,99,"Democrat"
83,100,"Democrat"
83,101,"Democrat"
83,102,"Democrat"
83,103,"Democrat"
83,104,"Democrat"
83,105,"Republican"
83,106,"Republican"
83,107,"Republican"
83,108,"Democrat"
83,109,"Republican"
83,110,"Democrat"
84,1,"Republican"
84,2,"Democrat"
84,3,"Democrat"
84,4,"Republican"
84,5,"Democrat"
84,6,"Democrat"
84,7,"Democrat"
84,8,"Republican"
84,9,"Republican"
84,10,"Republican"
84,11,"Republican"
84,12,"Republican"
84,13,"Republican"
84,14,"Democrat"
84,15,"Republican"
84,16,"Democrat"
84,17,"Democrat"
84,18,"Democrat"
84,19,"Democrat"
84,20,"Republican"
84,21,"Republican"
84,22,"Republican"
84,23,"Democrat"
84,24,"Republican"
84,25,"Republican"
84,26,"Republican"
84,27,"Republican"
84,28,"Republican"
84,29,"Republican"
84,30,"Democrat"
84,31,"Democrat"
84,32,"Democrat"
84,33,"Democrat"
84,34,"Democrat"
84,35,"Republican"
84,36,"Republican"
84,37,"Republican"
84,38,"Republican"
84,39,"Republican"
84,40,"Democrat"
84,41,"Democrat"
84,42,"Republican"
84,43,"Republican"
84,44,"Democrat"
84,45,"Democrat"
84,46,"Democrat"
84,47,"Democrat"
84,48,"Democrat"
84,49,"Democrat"
84,50,"Democrat"
84,51,"Republican"
84,52,"Republican"
84,53,"Republican"
84,54,"Democrat"
84,55,"Republican"
84,56,"Republican"
84,57,"Republican"
84,58,"Republican"
84,59,"Democrat"
84,60,"Democrat"
84,61,"Democrat"
84,62,"Republican"
84,63,"Democrat"
84,64,"Democrat"
84,65,"Republican"
84,66,"Republican"
84,67,"Republican"
84,68,"Republican"
84,69,"Democrat"
84,70,"Democrat"
84,71,"Democrat"
84,72,"Democrat"
84,73,"Republican"
84,74,"Republican"
84,75,"Democrat"
84,76,"Democrat"
84,77,"Democrat"
84,78,"Democrat"
84,79,"Democrat"
84,80,"Republican"
84,81,"Republican"
84,82,"Democrat"
84,83,"Democrat"
84,84,"Democrat"
84,85,"Democrat"
84,86,"Republican"
84,87,"Republican"
84,88,"Republican"
84,89,"Republican"
84,90,"Democrat"
84,91,"Democrat"
84,92,"Democrat"
84,93,"Democrat"
84,94,"Democrat"
84,95,"Democrat"
84,96,"Democrat"
84,97,"Republican"
84,98,"Republican"
84,99,"Republican"
84,100,"Democrat"
85,1,"Republican"
85,2,"Democrat"
85,3,"Democrat"
85,4,"Republican"
85,5,"Democrat"
85,6,"Democrat"
85,7,"Democrat"
85,8,"Republican"
85,9,"Republican"
85,10,"Democrat"
85,11,"Republican"
85,12,"Republican"
85,13,"Republican"
85,14,"Democrat"
85,15,"Republican"
85,16,"Democrat"
85,17,"Democrat"
85,18,"Democrat"
85,19,"Democrat"
85,20,"Democrat"
85,21,"Republican"
85,22,"Republican"
85,23,"Democrat"
85,24,"Republican"
85,25,"Republican"
85,26,"Republican"
85,27,"Republican"
85,28,"Republican"
85,29,"Republican"
85,30,"Republican"
85,31,"Republican"
85,32,"Democrat"
85,33,"Democrat"
85,34,"Republican"
85,35,"Republican"
85,36,"Republican"
85,37,"Republican"
85,38,"Republican"
85,39,"Democrat"
85,40,"Democrat"
85,41,"Republican"
85,42,"Republican"
85,43,"Democrat"
85,44,"Democrat"
85,45,"Democrat"
85,46,"Democrat"
85,47,"Democrat"
85,48,"Democrat"
85,49,"Democrat"
85,50,"Republican"
85,51,"Republican"
85,52,"Republican"
85,53,"Democrat"
85,54,"Republican"
85,55,"Republican"
85,56,"Republican"
85,57,"Republican"
85,58,"Democrat"
85,59,"Democrat"
85,60,"Republican"
85,61,"Republican"
85,62,"Democrat"
85,63,"Democrat"
85,64,"Democrat"
85,65,"Republican"
85,66,"Republican"
85,67,"Democrat"
85,68,"Republican"
85,69,"Democrat"
85,70,"Democrat"
85,71,"Democrat"
85,72,"Democrat"
85,73,"Republican"
85,74,"Democrat"
85,75,"Democrat"
85,76,"Democrat"
85,77,"Democrat"
85,78,"Democrat"
85,79,"Republican"
85,80,"Republican"
85,81,"Democrat"
85,82,"Democrat"
85,83,"Democrat"
85,84,"Democrat"
85,85,"Democrat"
85,86,"Democrat"
85,87,"Republican"
85,88,"Republican"
85,89,"Republican"
85,90,"Republican"
85,91,"Democrat"
85,92,"Democrat"
85,93,"Democrat"
85,94,"Democrat"
85,95,"Republican"
85,96,"Democrat"
85,97,"Republican"
85,98,"Republican"
85,99,"Republican"
85,100,"Democrat"
85,101,"Democrat"
85,102,"Republican"
86,1,"Republican"
86,2,"Democrat"
86,3,"Democrat"
86,4,"Democrat"
86,5,"Democrat"
86,6,"Republican"
86,7,"Democrat"
86,8,"Democrat"
86,9,"Democrat"
86,10,"Democrat"
86,11,"Republican"
86,12,"Democrat"
86,13,"Republican"
86,14,"Democrat"
86,15,"Republican"
86,16,"Democrat"
86,17,"Republican"
86,18,"Democrat"
86,19,"Democrat"
86,20,"Democrat"
86,21,"Democrat"
86,22,"Democrat"
86,23,"Republican"
86,24,"Republican"
86,25,"Democrat"
86,26,"Democrat"
86,27,"Republican"
86,28,"Democrat"
86,29,"Republican"
86,30,"Republican"
86,31,"Republican"
86,32,"Republican"
86,33,"Republican"
86,34,"Republican"
86,35,"Republican"
86,36,"Democrat"
86,37,"Democrat"
86,38,"Democrat"
86,39,"Republican"
86,40,"Republican"
86,41,"Republican"
86,42,"Democrat"
86,43,"Republican"
86,44,"Democrat"
86,45,"Democrat"
86,46,"Democrat"
86,47,"Democrat"
86,48,"Democrat"
86,49,"Democrat"
86,50,"Democrat"
86,51,"Democrat"
86,52,"Democrat"
86,53,"Democrat"
86,54,"Republican"
86,55,"Republican"
86,56,"Democrat"
86,57,"Democrat"
86,58,"Republican"
86,59,"Republican"
86,60,"Democrat"
86,61,"Republican"
86,62,"Democrat"
86,63,"Democrat"
86,64,"Republican"
86,65,"Republican"
86,66,"Democrat"
86,67,"Democrat"
86,68,"Republican"
86,69,"Republican"
86,70,"Republican"
86,71,"Democrat"
86,72,"Democrat"
86,73,"Democrat"
86,74,"Democrat"
86,75,"Democrat"
86,76,"Democrat"
86,77,"Democrat"
86,78,"Democrat"
86,79,"Republican"
86,80,"Democrat"
86,81,"Democrat"
86,82,"Democrat"
86,83,"Democrat"
86,84,"Democrat"
86,85,"Republican"
86,86,"Republican"
86,87,"Democrat"
86,88,"Democrat"
86,89,"Democrat"
86,90,"Democrat"
86,91,"Democrat"
86,92,"Republican"
86,93,"Republican"
86,94,"Republican"
86,95,"Democrat"
86,96,"Democrat"
86,97,"Democrat"
86,98,"Democrat"
86,99,"Democrat"
86,100,"Democrat"
86,101,"Republican"
86,102,"Democrat"
86,103,"Democrat"
86,104,"Democrat"
87,1,"Democrat"
87,2,"Democrat"
87,3,"Democrat"
87,4,"Democrat"
87,5,"Democrat"
87,6,"Republican"
87,7,"Democrat"
87,8,"Democrat"
87,9,"Democrat"
87,10,"Democrat"
87,11,"Republican"
87,12,"Democrat"
87,13,"Republican"
87,14,"Democrat"
87,15,"Republican"
87,16,"Republican"
87,17,"Republican"
87,18,"Democrat"
87,19,"Democrat"
87,20,"Democrat"
87,21,"Democrat"
87,22,"Democrat"
87,23,"Republican"
87,24,"Democrat"
87,25,"Republican"
87,26,"Republican"
87,27,"Democrat"
87,28,"Republican"
87,29,"Democrat"
87,30,"Republican"
87,31,"Republican"
87,32,"Republican"
87,33,"Republican"
87,34,"Republican"
87,35,"Republican"
87,36,"Republican"
87,37,"Republican"
87,38,"Democrat"
87,39,"Democrat"
87,40,"Republican"
87,41,"Democrat"
87,42,"Republican"
87,43,"Republican"
87,44,"Republican"
87,45,"Democrat"
87,46,"Democrat"
87,47,"Democrat"
87,48,"Democrat"
87,49,"Democrat"
87,50,"Democrat"
87,51,"Democrat"
87,52,"Democrat"
87,53,"Democrat"
87,54,"Democrat"
87,55,"Democrat"
87,56,"Republican"
87,57,"Republican"
87,58,"Democrat"
87,59,"Democrat"
87,60,"Republican"
87,61,"Republican"
87,62,"Republican"
87,63,"Democrat"
87,64,"Republican"
87,65,"Democrat"
87,66,"Democrat"
87,67,"Republican"
87,68,"Republican"
87,69,"Democrat"
87,70,"Democrat"
87,71,"Democrat"
87,72,"Republican"
87,73,"Democrat"
87,74,"Democrat"
87,75,"Democrat"
87,76,"Democrat"
87,77,"Democrat"
87,78,"Democrat"
87,79,"Democrat"
87,80,"Republican"
87,81,"Democrat"
87,82,"Democrat"
87,83,"Democrat"
87,84,"Democrat"
87,85,"Republican"
87,86,"Republican"
87,87,"Republican"
87,88,"Democrat"
87,89,"Democrat"
87,90,"Democrat"
87,91,"Democrat"
87,92,"Republican"
87,93,"Republican"
87,94,"Democrat"
87,95,"Republican"
87,96,"Republican"
87,97,"Democrat"
87,98,"Democrat"
87,99,"Democrat"
87,100,"Democrat"
87,101,"Democrat"
87,102,"Democrat"
87,103,"Democrat"
87,104,"Republican"
87,105,"Democrat"
87,106,"Democrat"
88,1,"Democrat"
88,2,"Democrat"
88,3,"Democrat"
88,4,"Democrat"
88,5,"Democrat"
88,6,"Democrat"
88,7,"Republican"
88,8,"Democrat"
88,9,"Democrat"
88,10,"Democrat"
88,11,"Republican"
88,12,"Democrat"
88,13,"Democrat"
88,14,"Republican"
88,15,"Republican"
88,16,"Democrat"
88,17,"Democrat"
88,18,"Republican"
88,19,"Republican"
88,20,"Democrat"
88,21,"Democrat"
88,22,"Democrat"
88,23,"Democrat"
88,24,"Democrat"
88,25,"Republican"
88,26,"Republican"
88,27,"Democrat"
88,28,"Democrat"
88,29,"Republican"
88,30,"Democrat"
88,31,"Democrat"
88,32,"Republican"
88,33,"Republican"
88,34,"Republican"
88,35,"Republican"
88,36,"Republican"
88,37,"Republican"
88,38,"Democrat"
88,39,"Democrat"
88,40,"Democrat"
88,41,"Republican"
88,42,"Democrat"
88,43,"Republican"
88,44,"Democrat"
88,45,"Republican"
88,46,"Democrat"
88,47,"Democrat"
88,48,"Democrat"
88,49,"Democrat"
88,50,"Democrat"
88,51,"Democrat"
88,52,"Democrat"
88,53,"Democrat"
88,54,"Democrat"
88,55,"Democrat"
88,56,"Republican"
88,57,"Republican"
88,58,"Democrat"
88,59,"Democrat"
88,60,"Democrat"
88,61,"Republican"
88,62,"Democrat"
88,63,"Republican"
88,64,"Democrat"
88,65,"Republican"
88,66,"Republican"
88,67,"Republican"
88,68,"Democrat"
88,69,"Democrat"
88,70,"Democrat"
88,71,"Republican"
88,72,"Democrat"
88,73,"Democrat"
88,74,"Democrat"
88,75,"Democrat"
88,76,"Democrat"
88,77,"Democrat"
88,78,"Republican"
88,79,"Democrat"
88,80,"Democrat"
88,81,"Democrat"
88,82,"Democrat"
88,83,"Democrat"
88,84,"Democrat"
88,85,"Republican"
88,86,"Democrat"
88,87,"Democrat"
88,88,"Democrat"
88,89,"Democrat"
88,90,"Republican"
88,91,"Republican"
88,92,"Democrat"
88,93,"Republican"
88,94,"Republican"
88,95,"Democrat"
88,96,"Democrat"
88,97,"Democrat"
88,98,"Democrat"
88,99,"Democrat"
88,100,"Democrat"
88,101,"Democrat"
88,102,"Democrat"
88,103,"Republican"
88,104,"Democrat"
89,1,"Democrat"
89,2,"Democrat"
89,3,"Democrat"
89,4,"Democrat"
89,5,"Democrat"
89,6,"Democrat"
89,7,"Republican"
89,8,"Democrat"
89,9,"Democrat"
89,10,"Republican"
89,11,"Republican"
89,12,"Republican"
89,13,"Republican"
89,14,"Democrat"
89,15,"Democrat"
89,16,"Republican"
89,17,"Republican"
89,18,"Democrat"
89,19,"Democrat"
89,20,"Democrat"
89,21,"Democrat"
89,22,"Republican"
89,23,"Democrat"
89,24,"Democrat"
89,25,"Republican"
89,26,"Republican"
89,27,"Democrat"
89,28,"Democrat"
89,29,"Democrat"
89,30,"Republican"
89,31,"Republican"
89,32,"Republican"
89,33,"Republican"
89,34,"Republican"
89,35,"Republican"
89,36,"Democrat"
89,37,"Democrat"
89,38,"Republican"
89,39,"Democrat"
89,40,"Democrat"
89,41,"Democrat"
89,42,"Democrat"
89,43,"Republican"
89,44,"Democrat"
89,45,"Democrat"
89,46,"Republican"
89,47,"Democrat"
89,48,"Democrat"
89,49,"Democrat"
89,50,"Democrat"
89,51,"Democrat"
89,52,"Democrat"
89,53,"Democrat"
89,54,"Democrat"
89,55,"Republican"
89,56,"Republican"
89,57,"Democrat"
89,58,"Democrat"
89,59,"Republican"
89,60,"Democrat"
89,61,"Republican"
89,62,"Democrat"
89,63,"Democrat"
89,64,"Democrat"
89,65,"Democrat"
89,66,"Republican"
89,67,"Democrat"
89,68,"Democrat"
89,69,"Democrat"
89,70,"Republican"
89,71,"Democrat"
89,72,"Democrat"
89,73,"Democrat"
89,74,"Democrat"
89,75,"Democrat"
89,76,"Democrat"
89,77,"Republican"
89,78,"Democrat"
89,79,"Democrat"
89,80,"Democrat"
89,81,"Republican"
89,82,"Democrat"
89,83,"Democrat"
89,84,"Democrat"
89,85,"Republican"
89,86,"Democrat"
89,87,"Democrat"
89,88,"Democrat"
89,89,"Republican"
89,90,"Republican"
89,91,"Democrat"
89,92,"Republican"
89,93,"Republican"
89,94,"Democrat"
89,95,"Democrat"
89,96,"Democrat"
89,97,"Democrat"
89,98,"Democrat"
89,99,"Democrat"
89,100,"Democrat"
89,101,"Democrat"
89,102,"Democrat"
89,103,"Republican"
89,104,"Democrat"
90,1,"Democrat"
90,2,"Democrat"
90,3,"Democrat"
90,4,"Democrat"
90,5,"Democrat"
90,6,"Democrat"
90,7,"Republican"
90,8,"Democrat"
90,9,"Democrat"
90,10,"Republican"
90,11,"Republican"
90,12,"Republican"
90,13,"Republican"
90,14,"Democrat"
90,15,"Democrat"
90,16,"Republican"
90,17,"Republican"
90,18,"Democrat"
90,19,"Democrat"
90,20,"Democrat"
90,21,"Democrat"
90,22,"Republican"
90,23,"Democrat"
90,24,"Democrat"
90,25,"Republican"
90,26,"Republican"
90,27,"Republican"
90,28,"Democrat"
90,29,"Democrat"
90,30,"Republican"
90,31,"Republican"
90,32,"Republican"
90,33,"Republican"
90,34,"Republican"
90,35,"Republican"
90,36,"Democrat"
90,37,"Democrat"
90,38,"Democrat"
90,39,"Republican"
90,40,"Democrat"
90,41,"Democrat"
90,42,"Republican"
90,43,"Democrat"
90,44,"Republican"
90,45,"Democrat"
90,46,"Democrat"
90,47,"Democrat"
90,48,"Democrat"
90,49,"Democrat"
90,50,"Democrat"
90,51,"Democrat"
90,52,"Democrat"
90,53,"Democrat"
90,54,"Republican"
90,55,"Republican"
90,56,"Democrat"
90,57,"Democrat"
90,58,"Democrat"
90,59,"Republican"
90,60,"Republican"
90,61,"Democrat"
90,62,"Democrat"
90,63,"Democrat"
90,64,"Republican"
90,65,"Republican"
90,66,"Democrat"
90,67,"Democrat"
90,68,"Democrat"
90,69,"Republican"
90,70,"Democrat"
90,71,"Democrat"
90,72,"Democrat"
90,73,"Democrat"
90,74,"Democrat"
90,75,"Democrat"
90,76,"Republican"
90,77,"Republican"
90,78,"Democrat"
90,79,"Democrat"
90,80,"Democrat"
90,81,"Democrat"
90,82,"Republican"
90,83,"Democrat"
90,84,"Republican"
90,85,"Republican"
90,86,"Democrat"
90,87,"Democrat"
90,88,"Republican"
90,89,"Republican"
90,90,"Democrat"
90,91,"Republican"
90,92,"Republican"
90,93,"Democrat"
90,94,"Democrat"
90,95,"Democrat"
90,96,"Democrat"
90,97,"Democrat"
90,98,"Democrat"
90,99,"Democrat"
90,100,"Democrat"
90,101,"Republican"
90,102,"Democrat"
91,1,"Republican"
91,2,"Democrat"
91,3,"Democrat"
91,4,"Democrat"
91,5,"Republican"
91,6,"Republican"
91,7,"Republican"
91,8,"Democrat"
91,9,"Democrat"
91,10,"Republican"
91,11,"Democrat"
91,12,"Republican"
91,13,"Republican"
91,14,"Democrat"
91,15,"Democrat"
91,16,"Republican"
91,17,"Republican"
91,18,"Republican"
91,19,"Democrat"
91,20,"Democrat"
91,21,"Democrat"
91,22,"Democrat"
91,23,"Republican"
91,24,"Republican"
91,25,"Democrat"
91,26,"Republican"
91,27,"Republican"
91,28,"Republican"
91,29,"Democrat"
91,30,"Democrat"
91,31,"Democrat"
91,32,"Democrat"
91,33,"Republican"
91,34,"Republican"
91,35,"Republican"
91,36,"Republican"
91,37,"Republican"
91,38,"Democrat"
91,39,"Democrat"
91,40,"Republican"
91,41,"Democrat"
91,42,"Republican"
91,43,"Democrat"
91,44,"Democrat"
91,45,"Republican"
91,46,"Republican"
91,47,"Democrat"
91,48,"Democrat"
91,49,"Democrat"
91,50,"Democrat"
91,51,"Democrat"
91,52,"Democrat"
91,53,"Democrat"
91,54,"Democrat"
91,55,"Democrat"
91,56,"Republican"
91,57,"Republican"
91,58,"Democrat"
91,59,"Democrat"
91,60,"Republican"
91,61,"Democrat"
91,62,"Democrat"
91,63,"Republican"
91,64,"Democrat"
91,65,"Democrat"
91,66,"Republican"
91,67,"Republican"
91,68,"Democrat"
91,69,"Democrat"
91,70,"Democrat"
91,71,"Republican"
91,72,"Republican"
91,73,"Democrat"
91,74,"Democrat"
91,75,"Republican"
91,76,"Republican"
91,77,"Republican"
91,78,"Republican"
91,79,"Republican"
91,80,"Democrat"
91,81,"Democrat"
91,82,"Democrat"
91,83,"Republican"
91,84,"Republican"
91,85,"Democrat"
91,86,"Republican"
91,87,"Democrat"
91,88,"Democrat"
91,89,"Republican"
91,90,"Democrat"
91,91,"Republican"
91,92,"Republican"
91,93,"Republican"
91,94,"Democrat"
91,95,"Democrat"
91,96,"Democrat"
91,97,"Democrat"
91,98,"Democrat"
91,99,"Democrat"
91,100,"Democrat"
91,101,"Democrat"
91,102,"Republican"
91,103,"Democrat"
92,1,"Republican"
92,2,"Democrat"
92,3,"Democrat"
92,4,"Democrat"
92,5,"Republican"
92,6,"Republican"
92,7,"Republican"
92,8,"Democrat"
92,9,"Democrat"
92,10,"Democrat"
92,11,"Democrat"
92,12,"Republican"
92,13,"Republican"
92,14,"Democrat"
92,15,"Republican"
92,16,"Republican"
92,17,"Republican"
92,18,"Republican"
92,19,"Democrat"
92,20,"Democrat"
92,21,"Democrat"
92,22,"Republican"
92,23,"Democrat"
92,24,"Republican"
92,25,"Democrat"
92,26,"Democrat"
92,27,"Republican"
92,28,"Democrat"
92,29,"Democrat"
92,30,"Republican"
92,31,"Democrat"
92,32,"Republican"
92,33,"Republican"
92,34,"Republican"
92,35,"Republican"
92,36,"Democrat"
92,37,"Democrat"
92,38,"Democrat"
92,39,"Republican"
92,40,"Democrat"
92,41,"Republican"
92,42,"Republican"
92,43,"Republican"
92,44,"Democrat"
92,45,"Democrat"
92,46,"Republican"
92,47,"Democrat"
92,48,"Democrat"
92,49,"Democrat"
92,50,"Democrat"
92,51,"Democrat"
92,52,"Democrat"
92,53,"Democrat"
92,54,"Democrat"
92,55,"Republican"
92,56,"Republican"
92,57,"Democrat"
92,58,"Democrat"
92,59,"Democrat"
92,60,"Republican"
92,61,"Republican"
92,62,"Democrat"
92,63,"Democrat"
92,64,"Democrat"
92,65,"Republican"
92,66,"Democrat"
92,67,"Democrat"
92,68,"Democrat"
92,69,"Democrat"
92,70,"Republican"
92,71,"Republican"
92,72,"Republican"
92,73,"Republican"
92,74,"Democrat"
92,75,"Republican"
92,76,"Republican"
92,77,"Republican"
92,78,"Republican"
92,79,"Democrat"
92,80,"Democrat"
92,81,"Democrat"
92,82,"Republican"
92,83,"Democrat"
92,84,"Republican"
92,85,"Republican"
92,86,"Republican"
92,87,"Republican"
92,88,"Democrat"
92,89,"Democrat"
92,90,"Republican"
92,91,"Republican"
92,92,"Republican"
92,93,"Republican"
92,94,"Democrat"
92,95,"Democrat"
92,96,"Democrat"
92,97,"Democrat"
92,98,"Democrat"
92,99,"Democrat"
92,100,"Democrat"
92,101,"Democrat"
92,102,"Republican"
92,103,"Democrat"
93,1,"Republican"
93,2,"Republican"
93,3,"Democrat"
93,4,"Democrat"
93,5,"Democrat"
93,6,"Republican"
93,7,"Republican"
93,8,"Republican"
93,9,"Democrat"
93,10,"Democrat"
93,11,"Democrat"
93,12,"Democrat"
93,13,"Democrat"
93,14,"Republican"
93,15,"Republican"
93,16,"Democrat"
93,17,"Democrat"
93,18,"Republican"
93,19,"Republican"
93,20,"Democrat"
93,21,"Democrat"
93,22,"Democrat"
93,23,"Republican"
93,24,"Democrat"
93,25,"Republican"
93,26,"Democrat"
93,27,"Democrat"
93,28,"Republican"
93,29,"Democrat"
93,30,"Democrat"
93,31,"Democrat"
93,32,"Democrat"
93,33,"Republican"
93,34,"Republican"
93,35,"Democrat"
93,36,"Republican"
93,37,"Democrat"
93,38,"Democrat"
93,39,"Democrat"
93,40,"Democrat"
93,41,"Republican"
93,42,"Republican"
93,43,"Democrat"
93,44,"Republican"
93,45,"Republican"
93,46,"Democrat"
93,47,"Democrat"
93,48,"Democrat"
93,49,"Democrat"
93,50,"Democrat"
93,51,"Democrat"
93,52,"Democrat"
93,53,"Democrat"
93,54,"Democrat"
93,55,"Republican"
93,56,"Republican"
93,57,"Democrat"
93,58,"Democrat"
93,59,"Republican"
93,60,"Republican"
93,61,"Democrat"
93,62,"Republican"
93,63,"Democrat"
93,64,"Republican"
93,65,"Democrat"
93,66,"Republican"
93,67,"Democrat"
93,68,"Democrat"
93,69,"Republican"
93,70,"Democrat"
93,71,"Republican"
93,72,"Republican"
93,73,"Republican"
93,74,"Democrat"
93,75,"Republican"
93,76,"Republican"
93,77,"Republican"
93,78,"Republican"
93,79,"Republican"
93,80,"Republican"
93,81,"Democrat"
93,82,"Democrat"
93,83,"Republican"
93,84,"Democrat"
93,85,"Democrat"
93,86,"Democrat"
93,87,"Republican"
93,88,"Republican"
93,89,"Republican"
93,90,"Democrat"
93,91,"Democrat"
93,92,"Republican"
93,93,"Republican"
93,94,"Republican"
93,95,"Republican"
93,96,"Democrat"
93,97,"Democrat"
93,98,"Democrat"
93,99,"Democrat"
93,100,"Democrat"
93,101,"Democrat"
93,102,"Democrat"
93,103,"Democrat"
93,104,"Republican"
94,1,"Republican"
94,2,"Democrat"
94,3,"Democrat"
94,4,"Democrat"
94,5,"Republican"
94,6,"Republican"
94,7,"Republican"
94,8,"Democrat"
94,9,"Democrat"
94,10,"Democrat"
94,11,"Democrat"
94,12,"Democrat"
94,13,"Democrat"
94,14,"Republican"
94,15,"Democrat"
94,16,"Democrat"
94,17,"Republican"
94,18,"Democrat"
94,19,"Democrat"
94,20,"Democrat"
94,21,"Democrat"
94,22,"Democrat"
94,23,"Republican"
94,24,"Republican"
94,25,"Democrat"
94,26,"Democrat"
94,27,"Republican"
94,28,"Democrat"
94,29,"Democrat"
94,30,"Democrat"
94,31,"Democrat"
94,32,"Republican"
94,33,"Republican"
94,34,"Democrat"
94,35,"Democrat"
94,36,"Democrat"
94,37,"Democrat"
94,38,"Democrat"
94,39,"Democrat"
94,40,"Republican"
94,41,"Republican"
94,42,"Democrat"
94,43,"Republican"
94,44,"Democrat"
94,45,"Republican"
94,46,"Democrat"
94,47,"Democrat"
94,48,"Democrat"
94,49,"Democrat"
94,50,"Democrat"
94,51,"Democrat"
94,52,"Democrat"
94,53,"Democrat"
94,54,"Republican"
94,55,"Republican"
94,56,"Democrat"
94,57,"Republican"
94,58,"Democrat"
94,59,"Republican"
94,60,"Democrat"
94,61,"Republican"
94,62,"Democrat"
94,63,"Republican"
94,64,"Democrat"
94,65,"Republican"
94,66,"Democrat"
94,67,"Democrat"
94,68,"Republican"
94,69,"Democrat"
94,70,"Republican"
94,71,"Democrat"
94,72,"Republican"
94,73,"Republican"
94,74,"Republican"
94,75,"Republican"
94,76,"Republican"
94,77,"Republican"
94,78,"Republican"
94,79,"Democrat"
94,80,"Democrat"
94,81,"Republican"
94,82,"Democrat"
94,83,"Democrat"
94,84,"Democrat"
94,85,"Republican"
94,86,"Republican"
94,87,"Democrat"
94,88,"Republican"
94,89,"Democrat"
94,90,"Republican"
94,91,"Republican"
94,92,"Democrat"
94,93,"Democrat"
94,94,"Republican"
94,95,"Democrat"
94,96,"Democrat"
94,97,"Democrat"
94,98,"Democrat"
94,99,"Democrat"
94,100,"Democrat"
94,101,"Republican"
94,102,"Democrat"
95,1,"Democrat"
95,2,"Democrat"
95,3,"Democrat"
95,4,"Democrat"
95,5,"Republican"
95,6,"Democrat"
95,7,"Democrat"
